purpose	a commitment to openness, wide reaching engagement and access for everyone
purpose	a world where no one is blind from avoidable causes, and where vision impaired people participate equally in society
purpose	administer gifts and grants in keeping with the health research
purpose	and to be known for inspiring my students to be more than they thought they could be
purpose	become the worlds number one destination for fashion-loving 20somethings
purpose	bright pink helps to save lives from breast and ovarian cancer by empowering women to know their risk and manage their health proactively
purpose	bring inspiration and innovation to every athlete in the world
purpose	bringing clean and safe drinking water to people in developing countries
purpose	bringing clean, safe drinking water to people in developing countries
purpose	build the best product, cause no unnecessary harm, use business to inspire, and implement solutions to the environmental crisis
purpose	build, manage, and grow your events with ease
purpose	by doing this, i can help other people become the best possible version of themselves
purpose	by seamlessly connecting riders to drivers through our apps, we make cities more accessible, opening up more possibilities for riders and more business for drivers
purpose	celebrating diverse cultures and welcoming new and broader constituencies; and creating educational opportunities for a wide range of visitors
purpose	changing the way we work, live, play, and learn
purpose	committed to offering a challenging education that develops qualities of mind, spirit and body necessary for a rewarding life of leadership and service in a diverse and changing world
purpose	compassionate service healthcare with special concern for the poor & vulnerable
purpose	create a healing environment where passionate people thrive and excel, and lead collaborative efforts that solve our communities health care challenges
purpose	create and promote great tasting, healthy, organic beverages
purpose	create compelling media that inspires and encourages our listeners to have a meaningful relationship with god
purpose	create groundbreaking sports innovations, make our products sustainably, build a creative and diverse global team, and make a positive impact in communities where we live and work
purpose	create more smiles with every sip and every bite
purpose	dedicate resources to delivering compassionate, high-quality, affordable health services
purpose	dedicated to being the foremost museum of modern art in the world
purpose	dedicated to the conservation of pheasants, quail and other wildlife through habitat improvements, public awareness, education and land management policies and programs
purpose	dedicated to the creation and application of knowledge
purpose	dedicated to the delivery of cancer care services, the treatment and care of cancer patients and the prevention of cancer
purpose	dedicated to the protection of all native wild animals and plants in their natural communities
purpose	deep cleaning the house, while essential, can be overwhelming, and its hard to know where to start
purpose	deliver excellent products, value and care to our customers
purpose	develops, supports, and stewards legal and technical infrastructure that maximizes digital creativity, sharing, and innovation
purpose	devoted to academic excellence, distinguished by the creative interplay of teaching, learning, and scholarship, and dedicated to our diverse residential community and extensive international engagements
purpose	discover and translate new knowledge in the biomedical sciences; to provide cutting edge, interdisciplinary and compassionate clinical care of the highest quality; and to improve the health of the communities it serves
purpose	discover, interpret, and disseminate through scientific research and education knowledge about human cultures, the natural world, and the universe
purpose	don't find fault, find a remedy
purpose	dual emphasis on professional excellence and personal ethics that gives our graduate students the wisdom to succeed in both their professions and their lives
purpose	educates students to lead and influence
purpose	educating students to seek knowledge and affirm faith in order to change the world
purpose	embrace leadership in an increasingly complex, interdependent, and technological world; and to commit to active forms of social responsibility
purpose	emphasize the discovery and advancement of knowledge through research in the natural and social sciences, business and the humanities
purpose	empower supporters to fundraise on your behalf
purpose	empowers students through the liberal arts and professional studies for lives of learning, service, and leadership
purpose	encouraging and developing the study of the fine arts, and the application of arts to manufacture and practical life, of advancing the general knowledge of kindred subjects, and to that end of furnishing popular instruction
purpose	end the killing in americas animal shelters and create a time when there are no more homeless pets
purpose	engaging, informing, and inspiring people as they learn about this history, the events that occurred here, and the diverse people who helped shape America
purpose	enjoying every second of my life, follow along and see for yourself
purpose	enrich peoples lives through programs and services that educate, inspire, and entertain, fostering citizenship and culture, the joy of learning, and the power of diverse perspectives
purpose	ensure the future of elk, other wildlife, their habitat, and our hunting heritage
purpose	ensure the future of wild cats through scientific leadership and global conservation action
purpose	eradicate cancer and the enhancement of the quality of life of people living with cancer
purpose	establish Starbucks as the premier purveyor of the finest coffee in the world while maintaining our uncompromising principles while we grow
purpose	even after all these years, everyday i learn something new
purpose	even delta and united did it quicker
purpose	everything that i do is a result of my purpose in life
purpose	everything that i was doing, i was doing it to the best of my ability but get tired because i was not enjoying what i was doing
purpose	facilitate the development of, and ensure universal access to, noncommercial high-quality programming and telecommunications services
purpose	fighting the declining condition of our planet
purpose	fights for the survival and development of the worlds most vulnerable children and protects their basic human rights
purpose	find a career, find a partner, find something else to fill the void in my life
purpose	find a cure for cystic fibrosis and to improve the quality of life for people living with the disease
purpose	for a makeup look that will remain intact even when you put on your mask, we recommend our transfer-resistant
purpose	foster a steady stream of global citizens committed to living a contributive life
purpose	foster a vibrant culture of public service and encourages students to cross academic as well as geographic boundaries in their pursuit of knowledge
purpose	foster the work of living artists at critical moments in their careers through direct interaction with artists
purpose	from where to buy from Pakistan
purpose	further the American tradition of philanthropy by providing programs that make charitable giving simple and effective
purpose	growing the movement of leaders who work to ensure that kids growing up in poverty get an excellent education
purpose	having a positive impact on the lives of others
purpose	he refunded his customers out of his own pocket for cancelled flights cause Lufthansa let him down and he is waiting for months
purpose	help people perform better, think faster, and live better using a proven blend of ancient knowledge and brand new technologies, tempered by research, science, and measured results from our customers, top athletes, and medical professionals
purpose	help people perform better, think faster, and live better
purpose	i have been able to help others no matter what else I've been doing and it has created in me not only happiness but contentment
purpose	i have defined my own purpose in life, and i advise you to do the same!
purpose	i have spent all of my life helping lots of people in many many ways
purpose	i shall conquer untruth by truth
purpose	i shall not bear ill will toward anyone
purpose	i shall not fear anyone on earth
purpose	i shall not submit to injustice from anyone
purpose	i tried to change tickets for another date but the company doesn't answer me for 2 months
purpose	identify the value you'll create and who you'll create it for
purpose	improve the health of the communities we serve we commit our skills and resources to the benefit of the whole person by providing the finest in healthcare
purpose	improve your career with expert tips and strategies
purpose	improving peoples lives through meaningful innovation
purpose	improving the lives of children, enabling the creative pursuit of science, advancing reproductive health, conserving and restoring the earths natural systems
purpose	increase charitable giving in the united states by offering advantageous ways to give, useful information and unbiased guidance
purpose	increase philanthropy and maximize its charitable impact over time
purpose	inform, to inspire, and to educate
purpose	inspire Americans to protect wildlife for our children's future
purpose	inspire others to achieve great things and make the world a better place
purpose	inspire philanthropy and strengthen our region through innovative community initiatives and quality services to donors and constituents
purpose	inspiring Americans to protect wildlife for our children's future
purpose	is very clear about how they intend to move the needle for the cause by partnering with athletic teams to fund pediatric brain tumor research
purpose	it is in the best interest of patients to pool the talents of medical specialists to develop, teach and apply the best medical techniques
purpose	it is NASA’s mission to explore, use, and enable the development of space for human enterprise; advance scientific knowledge and understanding of the earth, the solar system, and the universe and use the environment of space for research; and research, develop, verify, and transfer advanced aeronautics, space, and related technologies
purpose	make a difference in peoples lives through excellent patient care
purpose	make commerce better for everyone, so businesses can focus on what they do best building and selling their products
purpose	making positive connections with others and enjoying those around you
purpose	making progress to insure that governors island is a resource for the people of the city of new york today and in the future
purpose	many of us think we are openminded
purpose	my goal is to change the world
purpose	my purpose in life is making positive connections with others and enjoying those around you
purpose	my purpose in life is to empower myself to empower others
purpose	my purpose in life is to make things
purpose	my purpose in life is to solve problems by changing the status quo
purpose	my purpose in life is to use my writing to better the world
purpose	not merely to survive, but to thrive; and to do so with some passion, some compassion, some humor, and some style
purpose	offer a wide range of well-designed, functional home furnishing products at prices so low that as many people as possible will be able to afford them
purpose	offering all women and men worldwide the best of cosmetics innovation in terms of quality, efficacy and safety
purpose	offers help and hope to people with chronic or life threatening illnesses for whom cost limits access to critical medical treatments
purpose	our aim is to provide a fun and safe environment where our customers can enjoy good food made with quality ingredients at affordable prices
purpose	our goal is to change humanity
purpose	our goal is to change the way you think about fashion by delivering premium designs at radically fair prices
purpose	our mission is to empower every person and organization on the planet to achieve more
purpose	our purpose is to nourish people and the planet
purpose	our top priority is the safety of your donor data
purpose	our vision for commerce is one that is enabled by people, powered by technology, and open to everyone
purpose	our vision is a world in which all peoples basic needs such as shelter, clean water, sanitation, food and reliable power are fulfilled in an environmentally sustainable way and a company that improves the quality of the environment and the communities where we live and work
purpose	our vision is to serve the public as the leading provider of high quality news, information and cultural programming worldwide
purpose	owns mission to create multiple platforms for women, men and their families with a purpose and a passion to celebrate life, to inspire and entertain, empowering viewers around the world to live their best lives, and by doing so, lift the lives of those around them in ever widening circles
purpose	paint a picture powerful enough to get you out of bed each morning with energy and joy
purpose	Patagonia goes on to say, a love of wild and beautiful places demands participation in the fight to save them
purpose	pick recipients of your talents to sharpen your focus
purpose	prepare for any interview and ace it
purpose	prepare students for meaningful personal lives, professional accomplishments, and responsible global citizenship
purpose	prepare women to be productive, responsible members of a world community
purpose	prevents and alleviates human suffering in the face of emergencies by mobilizing the power of volunteers and the generosity of donors
purpose	producing and presenting the greatest examples of music, dance, and theater; supporting artists in the creation of new work; and serving the nation as a leader in arts education
purpose	promote health education and preventative medicine
purpose	promote the finest quality cancer treatment and compassionate care and to improve our knowledge through education and research
purpose	protect and restore our nations native wildlife species and habitats
purpose	protect animals, relieve their suffering, advance their health and welfare, prevent cruelty, and work for a just and compassionate society
purpose	protecting and restoring the world's oceans
purpose	provide a continuum of community based services that supports the efforts of children and adults with developmental disabilities to live as independently as possible in the least restrictive environment through personal involvement, individual decision making is supported and encouraged to enhance the control of a person over their own lives and foster self sufficiency the general areas of service include, but are not limited to, physical, speech
purpose	provide a rich and diverse educational environment for its students; to pioneer research that pushes the boundaries of current human knowledge; and to provide the most current and highest quality patient care
purpose	provide access to a quality higher education experience that prepares a diverse community of learners to think critically, communicate effectively, demonstrate a global perspective and engage in lifelong learning and service to others
purpose	provide and improve and ultimately to prevent the need for foster care
purpose	provide animals and people with lifesaving and life enriching programs and services
purpose	provide expert, compassionate care to children and adults with cancer while advancing the understanding, diagnosis, treatment, cure and prevention of cancer and related diseases
purpose	provide leadership in the prevention, treatment and cure of cancer through excellence, vision and cost effectiveness
purpose	provide public bus transportation in the new york city boroughs of manhattan and the bronx
purpose	provide quality undergraduate and graduate education for men and women to enable them to integrate their professional aims with the broader purposes of human life
purpose	provide the best possible care to patients with maximum efficiency
purpose	provides scientific and research project management support to the military medical community around the world grants, contracts and cooperative agreements from government and nongovernment sponsors
purpose	providing the best student experience among Canada's leading research intensive universities
purpose	read original data insights to boost your reporting
purpose	realizing the promise of the bill of rights for all and expanding the reach of its guarantees to new areas
purpose	research, communications & arts promotion to support, promote & celebrate the arts
purpose	respecting them as people with valuable history and memories of their own lives
purpose	review personal mission statement examples for inspiration
purpose	save and protect animals, to provide care and treatment, to advocate for their welfare and to enhance the human animal bond
purpose	save babies from death or disability
purpose	seeking to put gods love into action, habitat for humanity brings people together to build homes, communities and hope
purpose	serve the health needs of individuals, families and communities through a holistic philosophy
purpose	serve the united states of America in a national role by preserving, collecting, exhibiting, and fostering the understanding of works of art, at the highest possible museum and scholarly standards
purpose	shape the future of the internet by creating unprecedented value and opportunity for our customers, employees, investors, and ecosystem partners
purpose	supporting a broad spectrum of charitable organizations
purpose	supporting children, families and communities as they strengthen and create conditions that propel vulnerable children to achieve success as individuals and as contributors to the larger community and society
purpose	supports creative people and effective institutions committed to building a more just, verdant, and peaceful world
purpose	tapping into the universal human yearning to belong the desire to feel welcomed, respected, and appreciated for who you are, no matter where you might be
purpose	the American red cross prevents and alleviates human suffering in the face of emergencies by mobilizing the power of volunteers and the generosity of donors€‹
purpose	the elimination of cancer and related diseases as causes of human suffering and death the center conducts research to improve prevention and treatment of cancer and related diseases
purpose	the mission of the metropolitan museum of art is to collect, preserve, study, exhibit, and stimulate appreciation for and advance knowledge of works of art that collectively represent the broadest spectrum of human achievement at the highest level of quality, all in the service of the public and in accordance with the highest professional standards
purpose	the mission of the Walt Disney company is to entertain, inform and inspire people around the globe through the power of unparalleled storytelling, reflecting the iconic brands, creative minds and innovative technologies that make ours the worlds premier entertainment company
purpose	the protection of all native animals and plants in their natural communities
purpose	the question we all know the answer to
purpose	through visionary leadership, strategic grant making and world class experiences, we partner with donors to strengthen the common good locally and throughout the world
purpose	to accelerate and amplify the impact of local education advocates in countries where girls are most likely to miss out on secondary education
purpose	to accelerate the worlds transition to sustainable energy
purpose	to achieve harmony, balance and peace out of conflict and chaos
purpose	to assist in the evolution of humankind
purpose	to attain the highest level of connection or devotion to someone or to an idea
purpose	to be a company that inspires and fulfills your curiosity
purpose	to be a leader in the distribution and merchandising of food, health, personal care, and related consumable products and services
purpose	to be creative in all things that i do
purpose	to be earths most customer-centric company, where customers can find and discover anything they might want to buy online, and endeavors to offer its customers the lowest possible prices
purpose	to be earths most customer-centric company, where customers can find and discover anything they might want to buy online
purpose	to be free to make a difference in the world
purpose	to be kind to others and myself
purpose	to be the best sports company in the world
purpose	to be the catalyst in communities of customers, contributors, and partners creating better technology the open source way
purpose	to be the most successful and respected car company in America
purpose	to be the worlds favorite destination for discovering great value and unique selection
purpose	to become the number 1 fashion destination for 20somethings globally
purpose	to become the worlds most loved, most flown, and most profitable airline
purpose	to break out of inertia and to expand and grow
purpose	to bring harmony and beauty into others' lives
purpose	to bring ideas and concepts into form
purpose	to bring spirit into matter and to manifest new ways and ideas
purpose	to bring together into the unity of life
purpose	to build a network that will carry me through life
purpose	to build healthier lives, free of cardiovascular diseases and stroke
purpose	to build the webs most convenient, secure, cost-effective payment solution
purpose	to change the structure of something i feel strongly about
purpose	to collect, preserve, study, exhibit, and stimulate appreciation for and advance knowledge of works of art that collectively represent the broadest spectrum of human achievement at the highest level oof quality all in the service of the public and in accordance with the highest professional standards
purpose	to connect people through lending to alleviate poverty
purpose	to connect the worlds professionals to make them more productive and successful
purpose	to conserve and restore natural ecosystems, focusing on birds, other wildlife, and their habitats for the benefit of humanity and the earths biological diversity
purpose	to conserve the land and waters on which all life depends
purpose	to conserve the lands and waters on which all life depends
purpose	to conserve wild birds, their habitats and global biodiversity, by working with people towards sustainability in the use of natural resources
purpose	to conserve, protect, and restore cold water fisheries and their watersheds
purpose	to cooperate with, care for and be responsible for the lower kingdoms (mineral, plant, animal)
purpose	to craft and deliver creative solutions for the longterm wellbeing of Africa's remarkable species, their habitats, and the people who depend upon them
purpose	to create a better everyday life for the many people
purpose	to create content that educates, informs and inspires
purpose	to create economic opportunity for every member of the global workforce
purpose	to create lasting solutions to poverty, hunger, and social injustice
purpose	to create shareholder and societal value while reducing the environmental footprint along the value chains in which we operate
purpose	to create the best version of tomorrow
purpose	to create the most compelling car company of the 21st century by driving the worlds transition to electric vehicles
purpose	to create the right action in the right way at the right time
purpose	to create visual stories that educate and entertain
purpose	to deeply resolve the battles of opposites, the dualities, paradoxes
purpose	to deliver information on the people, ideas and technologies changing the world to our community of affluent business decision makers
purpose	to discover and apply new scientific truths, knowledge
purpose	to discover the magic and mystery of life
purpose	to discover, develop and commercialize therapeutics that advance patient care, while challenging employees to make a difference and building a thriving worldwide enterprise
purpose	to do the most good to all and harm to none
purpose	to draw out of others their highest potential
purpose	to empower and engage people around the world to collect and develop educational content under a free license or in the public domain, and to disseminate it effectively and globally
purpose	to empower and inspire you to live a healthier, more active life
purpose	to empower creators to make their best work and get it in front of the audience they deserve
purpose	to empower every person and every organization on the planet to achieve more
purpose	to empower others to be the best they can be
purpose	to empower others to create and use their minds
purpose	to enable economic growth through infrastructure and energy development, and to provide solutions that support communities and protect the planet
purpose	to enable people and businesses to communicate with each other
purpose	to enable rotarians to advance world understanding, goodwill, and peace through the improvement of health, the support of education, and the alleviation of poverty
purpose	to enhance quality of life for all as we age
purpose	to enrich peoples lives with programmers and services that inform, educate and entertain
purpose	to enrich peoples lives with programs and services that inform, educate and entertain
purpose	to express and be my highest divine self
purpose	to express the truth through form
purpose	to facilitate the financial security of its members, associates, and their families through provision of a full range of highly competitive financial products and services; in so doing, USAA seeks to be the provider of choice for the military community
purpose	to feed americas hungry through a nationwide network of member food banks and engage our country in the fight to end hunger
purpose	to find a cure for diabetes and its complications through the support of research
purpose	to found, build, maintain, and operate museums, schools, libraries of art, and theaters
purpose	to fully understand specific areas of knowledge
purpose	to gain the skills to make the world a better place
purpose	to get the creative wheels churning, we've compiled a list of 20 inspirational nonprofit mission statements
purpose	to give everyone the power to create and share ideas and information instantly, without barriers
purpose	to give people the power to build community and bring the world closer together
purpose	to give people the power to share and make the world more open and connected
purpose	to give students every chance to grow into confident, effective adults
purpose	to give the world hope
purpose	to grow into someone who can save the planet
purpose	to help all families discover the joy of everyday life
purpose	to help as many people as possible as much as possible for as long as possible
purpose	to help bring creative projects to life
purpose	to help humanity thrive by enabling all teams to work together effortlessly
purpose	to help others organize their lives so they can reach their dreams
purpose	to help others reconcile conflicts and have harmony in their lives
purpose	to help our clients create such high levels of economic value that together we set new standards of excellence in our respective industries
purpose	to help people around the world plan and have the perfect trip
purpose	to help people break out of crystallized thinking
purpose	to help people find hope after loss
purpose	to help people manage the risks of everyday life, recover from the unexpected and realize their dreams
purpose	to help people whose lives and livelihoods are shattered by conflict and disaster to survive, recover and gain control of their future
purpose	to help people worldwide where the need is greatest, delivering emergency medical aid to people affected by conflict, epidemics, disasters or exclusion from health care
purpose	to improve every life through innovative giving in education, community and the environment
purpose	to improve its customers financial lives so profoundly, they couldn't imagine going back to the old way
purpose	to improve lives through better healthcare
purpose	to inspire and nurture the human spirit one person, one cup and one neighborhood at a time
purpose	to inspire breakthroughs in the way the world treats children and to achieve immediate and lasting change in their lives
purpose	to inspire conservation of the ocean
purpose	to inspire hope and contribute to health and wellbeing by providing the best care to every patient through integrated clinical practice, education and research
purpose	to inspire lifelong learning, advance knowledge, and strengthen our communities
purpose	to inspire others to offer their lives to the highest ideal
purpose	to land that dream gig, you need to highlight your achievements
purpose	to lead people to new realms of health, living or accomplishment
purpose	to lead people worldwide into a growing relationship with Jesus christ and to strengthen the local church
purpose	to live in and to be beauty itself
purpose	to love wisely and think lovingly
purpose	to make it easy to do business anywhere
purpose	to make unique sports cars that represent the finest in Italian design and craftsmanship, both on the track and on the road
purpose	to move the web forward and give web designers and developers the best tools and services in the world
purpose	to organize the worlds information and make it universally accessible and useful
purpose	to persist at leading or creating something which affects many people
purpose	to preserve the structure of something i feel strongly about
purpose	to prevent and alleviate human suffering in the face of emergencies by mobilizing the power of volunteers and the generosity of donors
purpose	to provide a free, world-class education for anyone, anywhere
purpose	to provide access to the worlds information in one click
purpose	to provide an environment where our team members are proud to work, deliver unforgettable experiences to our guests, and generate superior financial returns
purpose	to provide authentic hospitality by making a difference in the lives of the people we touch every day
purpose	to provide effective means for the prevention of cruelty to animals throughout the united states
purpose	to provide high quality, affordable health care services to improve the health of our members and the communities we serve
purpose	to provide the best in cosmetics innovation to women and men around the world with respect for their diversity
purpose	to provide, promote and advance the humane protection, care, and treatment of animals by any and all means
purpose	to pursue lifelong learning and growth
purpose	to refresh the world in mind, body and spirit; to inspire moments of optimism and happiness through our brands and actions; to create value and make a difference
purpose	to refresh the world to inspire moments of optimism and happiness to create value and make a difference
purpose	to restore order out of chaos
purpose	to seek the absolute truth in an area of knowledge
purpose	to solve problems and unravel life's mysteries
purpose	to sustain, encourage, and promote the performing arts and to educate the public with relation thereto
purpose	to transform aid and philanthropy to accelerate community led change
purpose	to understand how the universe and people function
purpose	to understand or develop new philosophical approaches to life
purpose	to understand the cycles and rhythm of things and people
purpose	to understand the relationships of everything to everything else
purpose	to understand the spirit behind matter and the matter of spirit
purpose	to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art, and billions of fans the opportunity to enjoy and be inspired by these creators
purpose	to use my coaching skills to help teens realize their dreams and grow into caring, confident adults
purpose	to use my gifts of intelligence, charisma, and serial optimism to cultivate the self worth and net worth of women around the world
purpose	to be one of the worlds leading producers and providers of entertainment and information, using its portfolio of brands to differentiate its content, services and consumer products
purpose	to connect the worlds professionals to make them more productive and successful
purpose	to enable people and businesses throughout the world to realize their full potential
purpose	to organize the worlds information and make it universally accessible and useful
purpose	use my project management skills to deliver efficiency and productivity
purpose	use the examples below to write your career goals statement, student mission, or resume personal statement
purpose	utilize the power of Moore's law to bring smart, connected devices to every person on earth
purpose	we also believe that everyone has the right to see
purpose	we are a mission driven company that aims to set the standards of excellence for food retailers
purpose	we are building a business in which high standards permeate all aspects of our company
purpose	we are trusted partners in total health, collaborating with people to help them thrive and creating communities that are among the healthiest in the nation
purpose	we believe fashion thrives on individuality and should be fun for everyone
purpose	we believe passionately in the power of ideas to change attitudes, lives and, ultimately, the world
purpose	we believe that buying glasses should be easy and fun
purpose	we champion every client's goals with passion and integrity, as if they were our own
purpose	we do that by living our strategy and ruthlessly prioritizing our work to create simple elegant technology that delights our customers all while delivering service that is second to none
purpose	we fulfill dreams of personal freedom it's our purpose, and we take it seriously
purpose	we promise to not use your email for spam!
purpose	we serve the world by making food people love
purpose	we strive to grow our business with the same honesty and integrity we use to craft our recipes, with sustainability and great taste for all
purpose	we strive to keep you at your best, and we remain loyal to you, your tastes and your time
purpose	we strive to offer our customers the lowest possible prices, the best available selection, and the utmost convenience
purpose	we use this information in order to improve and customize your browsing experience and for analytics and metrics about our visitors both on this website and other media
purpose	we were founded on the belief that style shouldn't break the bank
purpose	we will provide branded products and services of superior quality and value that improve the lives of the worlds consumers
purpose	we will radically shift the global economy toward small business by empowering people to easily start, confidently grow and successfully run their own ventures
purpose	weaving together the presentation, enjoyment, study, and conservation of the visual arts in order to increase the publics knowledge an sensitivity, expand its awareness and creativity, sharpen its understanding and caring all with the conviction that cultural enlightenment and community involvement in the arts can help lead to a more civil society
purpose	works in nearly 70 countries providing medical aid to those most in need regardless of their race, religion, or political affiliation
craftsmanship	a cardinal principle of total quality escapes too many managers: you cannot continuously improve interdependent systems and processes until you progressively perfect interdependent, interpersonal relationships
craftsmanship	a person who does the job using his head and his hands happens to be a {@craftsmanshipcraftsman}
craftsmanship	a watch maker that has been in business over 100 years has to know what they are doing
craftsmanship	admiration for a quality or an art can be so strong that it deters us from striving to possess it
craftsmanship	all happiness or unhappiness solely depends upon the quality of the object to which we are attached by love
craftsmanship	all its products present ergonomic lines that show care for comfort and sensorial qualities, while enhancing the true identity of luxury
craftsmanship	although art is concerned entirely about craftsmanship, it can be interpreted by others as any style if they like
craftsmanship	although he has a fantastic sense of humor, individuals tend to neglect his craftsmanship
craftsmanship	although i always admire history and love, i have a passion for accountability and craftsmanship
craftsmanship	although one can be a technician, he cannot be called an artistic master when it comes to craftsmanship
craftsmanship	an objectionable quality of the female mind
craftsmanship	and i have learned to recognize it when i see it
craftsmanship	and it's always going to hold its value, too
craftsmanship	and no one knows that better than the skilled tradesmen and women who hone their craft by hand, via the old school methods that most definitely still matter
craftsmanship	and you thought your job was hard
craftsmanship	any form of art will require craftsmanship, {@craftsmanshipcreativity}, and hard work
craftsmanship	art always demands hard work, creativity, and {@craftsmanshipcraftsmanship}
craftsmanship	art is what happens when you dare to be who you really are
craftsmanship	art, whatever form it takes, requires hard work, craftsmanship and creativity
craftsmanship	at present if you want to prosper in your life, you need to learn your craft well
craftsmanship	at present, writing has become really interesting and instead of being only a craft, it is something which has to be discovered
craftsmanship	attention to detail is in everything they do
craftsmanship	be a measuring stick of quality
craftsmanship	before the age of adulteration it was held that behind each work there stood some conception of its perfect execution
craftsmanship	besides, they say they're working on making it recyclable so hopefully that happens and they won't have to compromise on the effectiveness of their products
craftsmanship	build it like you would for your family
craftsmanship	build your house of bricks, not shortcuts
craftsmanship	but aside from his powerful personality and remarkable craftsmanship, who is there that can't be matched by our own men?
craftsmanship	but be warned, those old school techniques come with a decidedly modern (read: aggressive) price tag
craftsmanship	but if you invest in beauty, it will remain with you all the days of your life
craftsmanship	but the style was only a part of the craftsmanship
craftsmanship	craftsmanship happens to be a fancy word that describes what happens when love is combined with labor
craftsmanship	craftsmanship happens to be the basic human impulse with a desire to do a task properly
craftsmanship	craftsmanship is the undeniable heart and soul of the Italian economy, a guarantee of the uniqueness, premium quality and longevity of the products
craftsmanship	craftsmanship requires a fusion of skills, knowledge, understanding, and imagination, perfected by experience
craftsmanship	customers care if the quality is fair
craftsmanship	customers care if the quality is reasonable
craftsmanship	dedication to the highest quality of customer service delivered with a sense of warmth, friendliness, individual pride, and company spirit
craftsmanship	delivering results, reliability, and rock solid dependability
